state,year,area,production,yield,crop
Andhra Pradesh,1997,183300.0,169000.0,0.92,jowar
Andhra Pradesh,1998,141000.0,149700.0,1.06,jowar
Andhra Pradesh,1999,180119.0,169769.0,0.94,jowar
Andhra Pradesh,2000,144689.0,178731.0,1.24,jowar
Andhra Pradesh,2001,130047.0,174845.0,1.34,jowar
Andhra Pradesh,2002,157119.0,175396.0,1.12,jowar
Andhra Pradesh,2003,215392.0,369328.0,1.71,jowar
Andhra Pradesh,2004,140186.0,246275.0,1.76,jowar
Andhra Pradesh,2005,129061.0,272661.0,2.11,jowar
Andhra Pradesh,2006,142497.0,163146.0,1.14,jowar
Andhra Pradesh,2007,101000.0,196000.0,1.94,jowar
Andhra Pradesh,2008,102326.0,239820.0,2.34,jowar
Andhra Pradesh,2009,160527.0,240487.0,1.5,jowar
Andhra Pradesh,2010,88197.0,156352.0,1.77,jowar
Andhra Pradesh,2011,148157.0,352062.0,2.38,jowar
Andhra Pradesh,2012,164000.0,408000.0,2.49,jowar
Andhra Pradesh,2013,118245.0,265675.0,2.25,jowar
Andhra Pradesh,2014,141461.0,344475.0,2.44,jowar
Andhra Pradesh,2015,174611.0,357710.0,2.05,jowar
Andhra Pradesh,2016,97399.0,198327.0,2.04,jowar
Andhra Pradesh,2017,139669.0,332694.0,2.38,jowar
Andhra Pradesh,2018,155765.0,229463.0,1.47,jowar
Andhra Pradesh,2019,154943.0,388956.0,2.51,jowar
Andhra Pradesh,2020,119655.0,410157.0,3.43,jowar
Andhra Pradesh,2021,76739.0,258484.0,3.37,jowar
Andhra Pradesh,2022,69782.0,282376.0,4.05,jowar
Bihar,1997,2059.0,1720.0,0.84,jowar
Bihar,1998,1601.0,1668.0,1.04,jowar
Bihar,1999,28442.0,38407.0,1.35,jowar
Bihar,2000,1087.0,994.0,0.91,jowar
Bihar,2001,4388.0,3712.0,0.85,jowar
Bihar,2002,4402.0,4446.0,1.01,jowar
Bihar,2003,1513.0,1527.0,1.01,jowar
Bihar,2004,3755.0,3807.0,1.01,jowar
Bihar,2005,4112.0,4236.0,1.03,jowar
Bihar,2006,3397.0,3507.0,1.03,jowar
Bihar,2007,3426.0,3761.0,1.1,jowar
Bihar,2008,2399.0,2543.0,1.06,jowar
Bihar,2009,1627.0,1687.0,1.04,jowar
Bihar,2010,3082.0,3266.0,1.06,jowar
Bihar,2011,2016.0,2147.0,1.06,jowar
Bihar,2012,2631.0,2819.0,1.07,jowar
Bihar,2013,1233.0,1313.0,1.06,jowar
Bihar,2014,1451.0,1550.0,1.07,jowar
Bihar,2015,1611.0,1713.0,1.06,jowar
Bihar,2016,1796.0,1912.0,1.06,jowar
Bihar,2017,1358.0,1448.0,1.07,jowar
Bihar,2018,716.0,763.0,1.07,jowar
Bihar,2019,631.0,673.0,1.07,jowar
Bihar,2020,1225.0,1307.0,1.07,jowar
Bihar,2021,1442.0,1539.0,1.07,jowar
Bihar,2022,917.0,979.0,1.07,jowar
Chhattisgarh,1997,11400.0,10500.0,0.92,jowar
Chhattisgarh,1998,10900.0,12600.0,1.16,jowar
Chhattisgarh,2000,10386.0,6907.0,0.67,jowar
Chhattisgarh,2001,9423.0,9169.0,0.97,jowar
Chhattisgarh,2002,7798.0,5770.0,0.74,jowar
Chhattisgarh,2003,7595.0,7603.0,1.0,jowar
Chhattisgarh,2004,8388.0,4902.0,0.58,jowar
Chhattisgarh,2005,8455.0,5827.0,0.69,jowar
Chhattisgarh,2006,5292.0,5206.0,0.98,jowar
Chhattisgarh,2007,7709.0,7232.0,0.94,jowar
Chhattisgarh,2008,5361.0,6270.0,1.17,jowar
Chhattisgarh,2009,5647.0,6868.0,1.22,jowar
Chhattisgarh,2010,5720.0,8193.0,1.43,jowar
Chhattisgarh,2011,5329.0,4093.0,0.77,jowar
Chhattisgarh,2012,6235.0,4458.0,0.71,jowar
Chhattisgarh,2013,5153.0,3320.0,0.64,jowar
Chhattisgarh,2014,5000.0,4230.0,0.85,jowar
Chhattisgarh,2015,5414.0,4358.0,0.8,jowar
Chhattisgarh,2016,4012.0,5436.0,1.35,jowar
Chhattisgarh,2017,3729.0,4703.0,1.26,jowar
Chhattisgarh,2018,3088.0,2827.0,0.92,jowar
Chhattisgarh,2019,1966.0,2535.0,1.29,jowar
Chhattisgarh,2020,1270.0,1680.0,1.32,jowar
Chhattisgarh,2021,1032.0,759.0,0.74,jowar
Chhattisgarh,2022,913.0,1156.0,1.27,jowar
Dadra and Nagar Haveli,1998,523.0,418.0,0.8,jowar
Dadra and Nagar Haveli,1999,474.0,379.0,0.8,jowar
Dadra and Nagar Haveli,2000,529.0,447.0,0.84,jowar
Dadra and Nagar Haveli,2001,501.0,558.0,1.11,jowar
Dadra and Nagar Haveli,2002,528.0,588.0,1.11,jowar
Dadra and Nagar Haveli,2003,537.0,564.0,1.05,jowar
Dadra and Nagar Haveli,2004,571.0,476.0,0.83,jowar
Dadra and Nagar Haveli,2005,504.0,605.0,1.2,jowar
Dadra and Nagar Haveli,2006,481.0,625.0,1.3,jowar
Dadra and Nagar Haveli,2007,500.0,400.0,0.8,jowar
Dadra and Nagar Haveli,2008,500.0,400.0,0.8,jowar
Dadra and Nagar Haveli,2009,500.0,400.0,0.8,jowar
Dadra and Nagar Haveli,2010,405.0,446.0,1.1,jowar
Dadra and Nagar Haveli,2011,441.0,353.0,0.8,jowar
Dadra and Nagar Haveli,2012,475.0,380.0,0.8,jowar
Dadra and Nagar Haveli,2013,450.0,360.0,0.8,jowar
Dadra and Nagar Haveli,2014,465.0,372.0,0.8,jowar
Dadra and Nagar Haveli,2015,467.0,376.0,0.81,jowar
Dadra and Nagar Haveli,2016,5.0,11.0,2.2,jowar
Dadra and Nagar Haveli,2017,451.0,385.0,0.85,jowar
Dadra and Nagar Haveli,2018,5.0,110.0,22.0,jowar
Dadra and Nagar Haveli,2019,5.0,11.0,2.2,jowar
Delhi,2008,8238.0,7950.0,0.97,jowar
Delhi,2009,3280.0,3168.0,0.97,jowar
Delhi,2010,3341.0,3227.0,0.97,jowar
Delhi,2011,3140.0,3032.0,0.97,jowar
Delhi,2012,3319.0,3008.0,0.91,jowar
Delhi,2013,3319.0,3008.0,0.91,jowar
Delhi,2014,3242.0,2937.0,0.91,jowar
Delhi,2015,3161.0,3034.0,0.96,jowar
Delhi,2016,3193.0,3065.0,0.96,jowar
Delhi,2017,3201.0,3035.0,0.95,jowar
Delhi,2018,3155.0,3032.0,0.96,jowar
Delhi,2019,3150.0,3150.0,1.0,jowar
Gujarat,1997,283600.0,228600.0,0.81,jowar
Gujarat,1998,239000.0,212000.0,0.89,jowar
Gujarat,1999,216000.0,260000.0,1.2,jowar
Gujarat,2000,163200.0,98000.0,0.6,jowar
Gujarat,2001,182400.0,169300.0,0.93,jowar
Gujarat,2002,156100.0,121700.0,0.78,jowar
Gujarat,2003,172600.0,173600.0,1.01,jowar
Gujarat,2004,121800.0,134400.0,1.1,jowar
Gujarat,2005,129100.0,157000.0,1.22,jowar
Gujarat,2006,146500.0,149300.0,1.02,jowar
Gujarat,2007,128000.0,156400.0,1.22,jowar
Gujarat,2008,174200.0,208200.0,1.2,jowar
Gujarat,2009,163400.0,171300.0,1.05,jowar
Gujarat,2010,125800.0,139000.0,1.1,jowar
Gujarat,2011,124000.0,139800.0,1.13,jowar
Gujarat,2012,79600.0,107300.0,1.35,jowar
Gujarat,2013,187108.0,270997.0,1.45,jowar
Gujarat,2014,69631.0,91843.0,1.32,jowar
Gujarat,2015,99070.0,131499.0,1.33,jowar
Gujarat,2016,103425.0,163194.0,1.58,jowar
Gujarat,2017,91198.0,125320.0,1.37,jowar
Gujarat,2018,75500.0,96841.0,1.28,jowar
Gujarat,2019,48915.0,67141.0,1.37,jowar
Gujarat,2020,41063.0,57419.0,1.4,jowar
Gujarat,2021,42759.0,57538.0,1.35,jowar
Gujarat,2022,31603.0,46116.0,1.46,jowar
Haryana,1997,130000.0,32000.0,0.25,jowar
Haryana,1998,129910.0,25000.0,0.19,jowar
Haryana,1999,111819.0,22000.0,0.2,jowar
Haryana,2000,109354.0,27800.0,0.25,jowar
Haryana,2001,103814.0,22000.0,0.21,jowar
Haryana,2002,113069.0,22000.0,0.19,jowar
Haryana,2003,100945.0,26000.0,0.26,jowar
Haryana,2004,96718.0,26000.0,0.27,jowar
Haryana,2005,89191.0,26000.0,0.29,jowar
Haryana,2006,89158.0,27000.0,0.3,jowar
Haryana,2007,90728.0,41000.0,0.45,jowar
Haryana,2008,86595.0,44000.0,0.51,jowar
Haryana,2009,77671.0,390.0,0.01,jowar
Haryana,2010,70846.0,38000.0,0.54,jowar
Haryana,2011,64690.0,33000.0,0.51,jowar
Haryana,2012,55196.0,27500.0,0.5,jowar
Haryana,2013,62000.0,34000.0,0.55,jowar
Haryana,2014,53000.0,27000.0,0.51,jowar
Haryana,2015,55000.0,30000.0,0.55,jowar
Haryana,2016,52800.0,28200.0,0.53,jowar
Haryana,2017,47600.0,24700.0,0.52,jowar
Haryana,2018,40300.0,21300.0,0.53,jowar
Haryana,2019,29920.0,15770.0,0.53,jowar
Haryana,2020,32750.0,17210.0,0.53,jowar
Haryana,2021,31555.0,12640.0,0.4,jowar
Haryana,2022,26840.0,14130.0,0.53,jowar
Himachal Pradesh,2000,287.0,89.0,0.31,jowar
Himachal Pradesh,2020,23.0,130.0,5.65,jowar
Himachal Pradesh,2021,10.0,6.0,0.6,jowar
Jammu and Kashmir,1999,6.0,1.0,0.2,jowar
Jammu and Kashmir,2001,7.0,4.0,0.57,jowar
Jammu and Kashmir,2002,129.0,32.0,0.25,jowar
Jammu and Kashmir,2004,5977.0,3586.0,0.6,jowar
Jammu and Kashmir,2005,1419.0,440.0,0.31,jowar
Jammu and Kashmir,2010,57.0,34.0,0.6,jowar
Jammu and Kashmir,2017,63.0,38.0,0.6,jowar
Jharkhand,1997,1070.0,970.0,0.91,jowar
Jharkhand,1998,1034.0,809.0,0.78,jowar
Jharkhand,2017,3329.0,2210.0,0.66,jowar
Jharkhand,2018,2046.0,1401.0,0.68,jowar
Jharkhand,2019,1796.0,1351.0,0.75,jowar
Jharkhand,2020,1874.0,1235.0,0.66,jowar
Jharkhand,2021,1563.0,1279.0,0.82,jowar
Jharkhand,2022,785.0,759.0,0.97,jowar
Karnataka,1997,1896999.0,1254001.0,0.66,jowar
Karnataka,1998,1849867.0,1643239.0,0.89,jowar
Karnataka,1999,2023717.0,1790741.0,0.88,jowar
Karnataka,2000,1782262.0,1546921.0,0.87,jowar
Karnataka,2001,1790815.0,1372066.0,0.77,jowar
Karnataka,2002,1786237.0,1224893.0,0.69,jowar
Karnataka,2003,1698177.0,781003.0,0.46,jowar
Karnataka,2004,1662793.0,1358582.0,0.82,jowar
Karnataka,2005,1520137.0,1478776.0,0.97,jowar
Karnataka,2006,1419311.0,1129547.0,0.8,jowar
Karnataka,2007,1382177.0,1670022.0,1.21,jowar
Karnataka,2008,1381882.0,1483620.0,1.07,jowar
Karnataka,2009,1369410.0,1296179.0,0.95,jowar
Karnataka,2010,1244381.0,1345880.0,1.08,jowar
Karnataka,2011,1133523.0,1011435.0,0.89,jowar
Karnataka,2012,1263888.0,1314698.0,1.04,jowar
Karnataka,2013,1139229.0,1316848.0,1.16,jowar
Karnataka,2014,1046054.0,1173303.0,1.12,jowar
Karnataka,2015,1103907.0,797014.0,0.72,jowar
Karnataka,2016,948001.0,846081.0,0.89,jowar
Karnataka,2017,1088098.0,1264010.0,1.16,jowar
Karnataka,2018,993752.0,931584.0,0.94,jowar
Karnataka,2019,913988.0,1045642.0,1.14,jowar
Karnataka,2020,749549.0,903728.0,1.21,jowar
Karnataka,2021,615800.0,732793.0,1.19,jowar
Karnataka,2022,555534.0,694434.0,1.25,jowar
Kerala,1998,2177.0,1108.0,0.51,jowar
Kerala,1999,2529.0,1287.0,0.51,jowar
Kerala,2000,463.0,236.0,0.51,jowar
Kerala,2001,2902.0,1478.0,0.51,jowar
Kerala,2002,2571.0,1311.0,0.51,jowar
Kerala,2003,2129.0,1087.0,0.51,jowar
Kerala,2004,2566.0,1309.0,0.51,jowar
Kerala,2005,2450.0,1248.0,0.51,jowar
Kerala,2006,1827.0,929.0,0.51,jowar
Kerala,2007,3083.0,1573.0,0.51,jowar
Kerala,2008,2306.0,1177.0,0.51,jowar
Kerala,2009,2547.0,1305.0,0.51,jowar
Kerala,2012,148.0,116.0,0.78,jowar
Kerala,2013,150.0,119.0,0.79,jowar
Kerala,2014,173.0,128.0,0.74,jowar
Kerala,2015,178.0,132.0,0.74,jowar
Kerala,2016,140.0,110.0,0.79,jowar
Kerala,2017,174.0,139.0,0.8,jowar
Kerala,2018,205.0,168.0,0.82,jowar
Kerala,2019,285.0,235.0,0.82,jowar
Kerala,2020,231.0,204.0,0.88,jowar
Kerala,2021,194.0,281.0,1.45,jowar
Kerala,2022,1.0,1.0,1.0,jowar
Madhya Pradesh,1997,759000.0,655000.0,0.86,jowar
Madhya Pradesh,1998,742700.0,718400.0,0.97,jowar
Madhya Pradesh,1999,673471.0,526654.0,0.78,jowar
Madhya Pradesh,2000,623006.0,446695.0,0.72,jowar
Madhya Pradesh,2001,627132.0,566300.0,0.9,jowar
Madhya Pradesh,2002,640518.0,589917.0,0.92,jowar
Madhya Pradesh,2003,771932.0,940985.0,1.22,jowar
Madhya Pradesh,2004,633060.0,608371.0,0.96,jowar
Madhya Pradesh,2005,568721.0,596107.0,1.05,jowar
Madhya Pradesh,2006,533639.0,551249.0,1.03,jowar
Madhya Pradesh,2007,534902.0,590531.0,1.1,jowar
Madhya Pradesh,2008,485567.0,584137.0,1.2,jowar
Madhya Pradesh,2009,456052.0,589675.0,1.29,jowar
Madhya Pradesh,2010,417357.0,590978.0,1.42,jowar
Madhya Pradesh,2011,348697.0,537340.0,1.54,jowar
Madhya Pradesh,2012,294022.0,592454.0,2.01,jowar
Madhya Pradesh,2013,247829.0,366796.0,1.48,jowar
Madhya Pradesh,2014,220000.0,372000.0,1.69,jowar
Madhya Pradesh,2015,208000.0,400657.0,1.93,jowar
Madhya Pradesh,2016,221000.0,438000.0,1.98,jowar
Madhya Pradesh,2017,270040.0,653420.0,2.42,jowar
Madhya Pradesh,2018,74655.0,163418.0,2.19,jowar
Madhya Pradesh,2019,107875.0,164973.0,1.53,jowar
Madhya Pradesh,2020,112320.0,217963.0,1.94,jowar
Madhya Pradesh,2021,122986.0,236001.0,1.92,jowar
Madhya Pradesh,2022,97006.0,197365.0,2.03,jowar
Maharashtra,1997,5500200.0,3989800.0,0.73,jowar
Maharashtra,1998,4775100.0,4483600.0,0.94,jowar
Maharashtra,1999,5118400.0,4630000.0,0.9,jowar
Maharashtra,2000,5093500.0,3987800.0,0.78,jowar
Maharashtra,2001,5137000.0,3909600.0,0.76,jowar
Maharashtra,2002,4804300.0,3882400.0,0.81,jowar
Maharashtra,2003,4440000.0,2888300.0,0.65,jowar
Maharashtra,2004,4756100.0,3623300.0,0.76,jowar
Maharashtra,2005,4740000.0,3711100.0,0.78,jowar
Maharashtra,2006,4618100.0,3781700.0,0.82,jowar
Maharashtra,2007,4147500.0,4003200.0,0.97,jowar
Maharashtra,2008,4071200.0,3352000.0,0.82,jowar
Maharashtra,2009,4176300.0,3565544.0,0.85,jowar
Maharashtra,2010,4059200.0,3452300.0,0.85,jowar
Maharashtra,2011,3229000.0,2627200.0,0.81,jowar
Maharashtra,2012,3289900.0,2108900.0,0.64,jowar
Maharashtra,2013,3584500.0,2847900.0,0.79,jowar
Maharashtra,2014,3288200.0,2108800.0,0.64,jowar
Maharashtra,2015,3217600.0,1205200.0,0.37,jowar
Maharashtra,2016,3615450.0,2538726.0,0.7,jowar
Maharashtra,2017,3464153.0,2389682.0,0.69,jowar
Maharashtra,2018,2439263.0,1197201.0,0.49,jowar
Maharashtra,2019,2371472.0,1864697.0,0.79,jowar
Maharashtra,2020,2320431.0,2186324.0,0.94,jowar
Maharashtra,2021,2285244.0,2149975.0,0.94,jowar
Maharashtra,2022,1506954.0,1551090.0,1.03,jowar
Nagaland,1997,900.0,630.0,0.7,jowar
Nagaland,1999,1500.0,1070.0,0.71,jowar
Nagaland,2000,1500.0,1250.0,0.83,jowar
Nagaland,2001,1500.0,1200.0,0.8,jowar
Nagaland,2002,2000.0,4000.0,2.0,jowar
Nagaland,2003,3000.0,5000.0,1.67,jowar
Nagaland,2004,2500.0,4000.0,1.6,jowar
Nagaland,2005,550.0,820.0,1.49,jowar
Nagaland,2006,1000.0,750.0,0.75,jowar
Nagaland,2007,800.0,1050.0,1.31,jowar
Nagaland,2008,140.0,130.0,0.93,jowar
Nagaland,2009,240.0,100.0,0.42,jowar
Nagaland,2010,120.0,110.0,0.92,jowar
Nagaland,2011,120.0,110.0,0.92,jowar
Nagaland,2012,180.0,170.0,0.94,jowar
Nagaland,2013,230.0,220.0,0.96,jowar
Nagaland,2014,240.0,230.0,0.96,jowar
Nagaland,2015,250.0,240.0,0.96,jowar
Nagaland,2016,260.0,250.0,0.96,jowar
Nagaland,2017,270.0,260.0,0.96,jowar
Nagaland,2018,280.0,270.0,0.96,jowar
Nagaland,2019,280.0,270.0,0.96,jowar
Nagaland,2020,280.0,270.0,0.96,jowar
Nagaland,2021,268.0,249.0,0.93,jowar
Nagaland,2022,310.0,299.0,0.96,jowar
Odisha,1999,13760.0,8280.0,0.6,jowar
Odisha,2000,13000.0,7480.0,0.58,jowar
Odisha,2001,12260.0,7090.0,0.58,jowar
Odisha,2002,11000.0,5720.0,0.52,jowar
Odisha,2003,11090.0,6380.0,0.58,jowar
Odisha,2004,10071.0,5451.0,0.54,jowar
Odisha,2019,5810.0,3680.0,0.63,jowar
Puducherry,1999,3.0,3.0,1.0,jowar
Puducherry,2000,6.0,6.0,1.0,jowar
Puducherry,2006,4.0,7.0,1.75,jowar
Puducherry,2007,3.0,5.0,1.67,jowar
Puducherry,2008,2.0,3.0,1.5,jowar
Puducherry,2009,6.0,9.0,1.5,jowar
Puducherry,2011,1.0,2.0,2.0,jowar
Puducherry,2012,3.0,6.0,2.0,jowar
Puducherry,2013,2.0,4.0,2.0,jowar
Puducherry,2014,2.0,3.0,1.5,jowar
Puducherry,2016,4.0,5.0,1.25,jowar
Puducherry,2017,5.0,15.0,3.0,jowar
Puducherry,2018,5.0,13.0,2.6,jowar
Puducherry,2020,4.0,11.0,2.75,jowar
Puducherry,2021,2.0,5.0,2.5,jowar
Puducherry,2022,4.0,10.0,2.5,jowar
Punjab,2006,100.0,100.0,1.0,jowar
Punjab,2007,100.0,100.0,1.0,jowar
Punjab,2008,100.0,100.0,1.0,jowar
Punjab,2009,100.0,100.0,1.0,jowar
Rajasthan,1997,559000.0,267300.0,0.48,jowar
Rajasthan,1998,535227.0,153760.0,0.29,jowar
Rajasthan,1999,555945.0,173226.0,0.31,jowar
Rajasthan,2000,673962.0,134525.0,0.2,jowar
Rajasthan,2001,614653.0,254398.0,0.41,jowar
Rajasthan,2002,532393.0,68484.0,0.13,jowar
Rajasthan,2003,738917.0,527422.0,0.71,jowar
Rajasthan,2004,568620.0,263900.0,0.46,jowar
Rajasthan,2005,592078.0,169732.0,0.29,jowar
Rajasthan,2006,662055.0,367816.0,0.56,jowar
Rajasthan,2007,623119.0,392653.0,0.63,jowar
Rajasthan,2008,576689.0,333003.0,0.58,jowar
Rajasthan,2009,718558.0,104192.0,0.15,jowar
Rajasthan,2010,726914.0,508877.0,0.7,jowar
Rajasthan,2011,553796.0,410298.0,0.74,jowar
Rajasthan,2012,680375.0,420392.0,0.62,jowar
Rajasthan,2013,579624.0,356797.0,0.62,jowar
Rajasthan,2014,660969.0,504505.0,0.76,jowar
Rajasthan,2015,631188.0,344287.0,0.55,jowar
Rajasthan,2016,579308.0,349542.0,0.6,jowar
Rajasthan,2017,516043.0,300831.0,0.58,jowar
Rajasthan,2018,564404.0,469765.0,0.83,jowar
Rajasthan,2019,642867.0,456087.0,0.71,jowar
Rajasthan,2020,555622.0,586050.0,1.05,jowar
Rajasthan,2021,619982.0,535706.0,0.86,jowar
Rajasthan,2022,637290.0,567444.0,0.89,jowar
Tamil Nadu,1997,380422.0,377720.0,0.99,jowar
Tamil Nadu,1998,498583.0,585616.0,1.17,jowar
Tamil Nadu,1999,491707.0,484265.0,0.98,jowar
Tamil Nadu,2000,491681.0,496607.0,1.01,jowar
Tamil Nadu,2001,317233.0,274842.0,0.87,jowar
Tamil Nadu,2002,319607.0,213639.0,0.67,jowar
Tamil Nadu,2003,401607.0,245933.0,0.61,jowar
Tamil Nadu,2004,376739.0,252063.0,0.67,jowar
Tamil Nadu,2005,316274.0,231449.0,0.73,jowar
Tamil Nadu,2006,294376.0,293940.0,1.0,jowar
Tamil Nadu,2007,283526.0,247836.0,0.87,jowar
Tamil Nadu,2008,258876.0,213436.0,0.82,jowar
Tamil Nadu,2009,238476.0,221960.0,0.93,jowar
Tamil Nadu,2011,197696.0,252521.0,1.28,jowar
Tamil Nadu,2013,347131.0,513313.0,1.48,jowar
Tamil Nadu,2014,415103.0,868940.0,2.09,jowar
Tamil Nadu,2015,339166.0,439619.0,1.3,jowar
Tamil Nadu,2016,268391.0,153856.0,0.57,jowar
Tamil Nadu,2017,385646.0,430661.0,1.12,jowar
Tamil Nadu,2018,385842.0,464476.0,1.2,jowar
Tamil Nadu,2019,450000.0,519821.0,1.16,jowar
Tamil Nadu,2020,405425.0,427227.0,1.05,jowar
Tamil Nadu,2021,397223.0,362109.0,0.91,jowar
Tamil Nadu,2022,360175.0,292694.0,0.81,jowar
Telangana,1997,605500.0,345900.0,0.57,jowar
Telangana,1998,611400.0,373200.0,0.61,jowar
Telangana,1999,555810.0,365931.0,0.66,jowar
Telangana,2000,532239.0,440257.0,0.83,jowar
Telangana,2001,509282.0,459206.0,0.9,jowar
Telangana,2002,466727.0,432100.0,0.93,jowar
Telangana,2003,432787.0,372798.0,0.86,jowar
Telangana,2004,360207.0,269282.0,0.75,jowar
Telangana,2005,315035.0,315366.0,1.0,jowar
Telangana,2006,279919.0,247446.0,0.88,jowar
Telangana,2007,230000.0,270000.0,1.17,jowar
Telangana,2008,176258.0,195962.0,1.11,jowar
Telangana,2009,224307.0,196715.0,0.88,jowar
Telangana,2010,166120.0,151620.0,0.91,jowar
Telangana,2011,128441.0,144171.0,1.12,jowar
Telangana,2012,123000.0,134000.0,1.09,jowar
Telangana,2013,107164.0,108885.0,1.02,jowar
Telangana,2014,79001.0,83267.0,1.05,jowar
Telangana,2015,76358.0,75703.0,0.99,jowar
Telangana,2016,89753.0,87701.0,0.98,jowar
Telangana,2017,67312.0,73395.0,1.09,jowar
Telangana,2018,56079.0,67511.0,1.2,jowar
Telangana,2019,88229.0,133756.0,1.52,jowar
Telangana,2020,90643.0,155498.0,1.72,jowar
Telangana,2021,68895.0,116359.0,1.69,jowar
Telangana,2022,67247.0,118465.0,1.76,jowar
Tripura,2016,683.0,546.0,0.8,jowar
Tripura,2017,857.0,702.0,0.82,jowar
Tripura,2018,960.0,768.0,0.8,jowar
Tripura,2019,880.0,719.0,0.82,jowar
Tripura,2020,189.0,161.0,0.85,jowar
Uttar Pradesh,1997,397755.0,353460.0,0.89,jowar
Uttar Pradesh,1998,353890.0,247654.0,0.7,jowar
Uttar Pradesh,1999,358807.0,320639.0,0.89,jowar
Uttar Pradesh,2000,347427.0,329499.0,0.95,jowar
Uttar Pradesh,2001,322575.0,309068.0,0.96,jowar
Uttar Pradesh,2002,268145.0,244099.0,0.91,jowar
Uttar Pradesh,2003,300167.0,298075.0,0.99,jowar
Uttar Pradesh,2004,243547.0,249206.0,1.02,jowar
Uttar Pradesh,2005,227183.0,241858.0,1.06,jowar
Uttar Pradesh,2006,231290.0,238052.0,1.03,jowar
Uttar Pradesh,2007,211640.0,172805.0,0.82,jowar
Uttar Pradesh,2008,192564.0,195473.0,1.02,jowar
Uttar Pradesh,2009,190976.0,169571.0,0.89,jowar
Uttar Pradesh,2010,201205.0,207513.0,1.03,jowar
Uttar Pradesh,2011,192340.0,212514.0,1.1,jowar
Uttar Pradesh,2012,184153.0,248208.0,1.35,jowar
Uttar Pradesh,2013,165145.0,173623.0,1.05,jowar
Uttar Pradesh,2014,164407.0,162865.0,0.99,jowar
Uttar Pradesh,2015,154827.0,104769.0,0.68,jowar
Uttar Pradesh,2016,182923.0,183020.0,1.0,jowar
Uttar Pradesh,2017,169145.0,214815.0,1.27,jowar
Uttar Pradesh,2018,147490.0,183966.0,1.25,jowar
Uttar Pradesh,2019,168047.0,226638.0,1.35,jowar
Uttar Pradesh,2020,174246.0,275047.0,1.58,jowar
Uttar Pradesh,2021,195950.0,298825.0,1.53,jowar
Uttar Pradesh,2022,198011.0,315351.0,1.59,jowar
Uttarakhand,1997,6.0,4.0,0.67,jowar
Uttarakhand,1998,7.0,4.0,0.57,jowar
Uttarakhand,1999,5.0,4.0,0.8,jowar
Uttarakhand,2005,3.0,2.0,0.67,jowar
Uttarakhand,2015,5.0,4.0,0.8,jowar
West Bengal,1997,948.0,450.0,0.47,jowar
West Bengal,1998,886.0,414.0,0.47,jowar
West Bengal,1999,1156.0,540.0,0.47,jowar
West Bengal,2000,1016.0,521.0,0.51,jowar
West Bengal,2001,1194.0,658.0,0.55,jowar
West Bengal,2002,1643.0,1234.0,0.75,jowar
West Bengal,2003,1283.0,616.0,0.48,jowar
West Bengal,2004,1498.0,649.0,0.43,jowar
West Bengal,2005,1439.0,562.0,0.39,jowar
West Bengal,2006,1395.0,606.0,0.43,jowar
West Bengal,2007,1659.0,698.0,0.42,jowar
West Bengal,2008,1126.0,469.0,0.42,jowar
West Bengal,2009,1479.0,632.0,0.43,jowar
West Bengal,2010,25.0,10.0,0.4,jowar
West Bengal,2011,23.0,6.0,0.26,jowar
West Bengal,2012,26.0,10.0,0.38,jowar
West Bengal,2013,25.0,7.0,0.28,jowar
West Bengal,2014,25.0,8.0,0.32,jowar
West Bengal,2015,25.0,9.0,0.36,jowar
West Bengal,2016,26.0,10.0,0.38,jowar
West Bengal,2017,6.0,3.0,0.5,jowar
West Bengal,2018,64.0,30.0,0.47,jowar
West Bengal,2019,180.0,95.0,0.53,jowar
West Bengal,2020,186.0,100.0,0.54,jowar
West Bengal,2021,188.0,101.0,0.54,jowar
West Bengal,2022,165.0,93.0,0.56,jowar
Andaman and Nicobar Islands,2010,164.0,368.0,2.25,maize
Andaman and Nicobar Islands,2011,163.0,340.0,2.09,maize
Andaman and Nicobar Islands,2012,116.0,215.0,1.86,maize
Andaman and Nicobar Islands,2013,130.0,293.0,2.25,maize
Andaman and Nicobar Islands,2014,167.0,603.0,3.61,maize
Andaman and Nicobar Islands,2015,121.0,352.0,2.92,maize
Andaman and Nicobar Islands,2016,104.0,216.0,2.09,maize
Andaman and Nicobar Islands,2017,44.0,38.0,0.86,maize
Andaman and Nicobar Islands,2018,32.0,49.0,1.51,maize
Andaman and Nicobar Islands,2019,21.0,57.0,2.77,maize
Andaman and Nicobar Islands,2020,42.0,112.0,2.68,maize
Andaman and Nicobar Islands,2021,60.0,116.0,1.94,maize
Andaman and Nicobar Islands,2022,15.0,34.0,2.26,maize
Andhra Pradesh,1997,50400.0,143600.0,2.85,maize
Andhra Pradesh,1998,45000.0,153600.0,3.41,maize
Andhra Pradesh,1999,58640.0,222785.0,3.8,maize
Andhra Pradesh,2000,78381.0,300858.0,3.84,maize
Andhra Pradesh,2001,58185.0,271122.0,4.66,maize
Andhra Pradesh,2002,74813.0,323168.0,4.32,maize
Andhra Pradesh,2003,121231.0,494969.0,4.08,maize
Andhra Pradesh,2004,124715.0,712234.0,5.71,maize
Andhra Pradesh,2005,119828.0,747605.0,6.24,maize
Andhra Pradesh,2006,134411.0,835668.0,6.22,maize
Andhra Pradesh,2007,182000.0,1258000.0,6.91,maize
